user_id,type,duration_ms,amount_usd,country,age,gender,timestamp
u004,login,1553,,SN,51,M,2026-08-03T20:23:56Z
u004,view_product,7882,,SN,51,M,2026-08-03T20:24:58Z
u004,api_call,230,,SN,51,M,2026-08-03T20:25:14Z
u004,search,3006,,SN,51,M,2026-08-03T20:25:55Z
u004,add_to_cart,1086,,SN,51,M,2026-08-03T20:26:11Z
u004,logout,595,,SN,51,M,2026-08-03T20:27:32Z
u043,view_product,8643,,BO,55,F,2026-08-03T22:00:54Z
u043,view_product,4778,,BO,55,F,2026-08-03T22:01:19Z
u043,api_call,261,,BO,55,F,2026-08-03T22:01:48Z
u043,search,3724,,BO,55,F,2026-08-03T22:02:43Z
u043,support_ticket,22661,,BO,55,F,2026-08-03T22:02:59Z
u043,logout,520,,BO,55,F,2026-08-03T22:04:39Z
u021,search,2914,,KW,47,F,2026-08-03T23:51:26Z
u021,checkout_start,5564,,KW,47,F,2026-08-03T23:54:22Z
u021,payment,11047,55.24,KW,47,F,2026-08-03T23:55:57Z
u021,logout,745,,KW,47,F,2026-08-03T23:56:27Z
u050,login,1641,,CR,45,F,2026-08-04T11:06:16Z
u050,view_product,7749,,CR,45,F,2026-08-04T11:07:19Z
u050,search,3975,,CR,45,F,2026-08-04T11:08:19Z
u050,search,3841,,CR,45,F,2026-08-04T11:09:37Z
u050,logout,835,,CR,45,F,2026-08-04T11:09:45Z
u051,login,1412,,TR,41,F,2026-08-04T11:21:09Z
u051,search,2438,,TR,41,F,2026-08-04T11:22:08Z
u051,view_product,7099,,TR,41,F,2026-08-04T11:23:34Z
u051,search,2006,,TR,41,F,2026-08-04T11:24:56Z
u051,view_product,5988,,TR,41,F,2026-08-04T11:26:25Z
u051,api_call,243,,TR,41,F,2026-08-04T11:26:37Z
u051,search,3426,,TR,41,F,2026-08-04T11:26:53Z
u051,api_call,315,,TR,41,F,2026-08-04T11:27:41Z
u051,add_to_cart,1173,,TR,41,F,2026-08-04T11:28:00Z
u051,checkout_start,2739,,TR,41,F,2026-08-04T11:29:24Z
u051,logout,815,,TR,41,F,2026-08-04T11:31:42Z
u023,search,2190,,GT,32,O,2026-08-04T22:36:56Z
u023,search,1961,,GT,32,O,2026-08-04T22:38:05Z
u023,add_to_cart,1439,,GT,32,O,2026-08-04T22:39:58Z
u023,checkout_start,3788,,GT,32,O,2026-08-04T22:40:44Z
u023,payment,7716,35.45,GT,32,O,2026-08-04T22:41:33Z
u023,support_ticket,8659,,GT,32,O,2026-08-04T22:42:07Z
u023,logout,382,,GT,32,O,2026-08-04T22:43:18Z
u025,password_reset,3834,,QA,51,M,2026-08-05T02:24:14Z
u025,login,1534,,QA,51,M,2026-08-05T02:24:25Z
u025,search,5027,,QA,51,M,2026-08-05T02:25:57Z
u025,view_product,11928,,QA,51,M,2026-08-05T02:26:10Z
u025,view_product,9798,,QA,51,M,2026-08-05T02:27:46Z
u025,api_call,374,,QA,51,M,2026-08-05T02:29:23Z
u025,search,3621,,QA,51,M,2026-08-05T02:30:19Z
u025,add_to_cart,2812,,QA,51,M,2026-08-05T02:31:42Z
u025,checkout_start,3674,,QA,51,M,2026-08-05T02:33:10Z
u025,payment,13036,77.27,QA,51,M,2026-08-05T02:33:45Z
u025,logout,946,,QA,51,M,2026-08-05T02:34:11Z
u006,login,1281,,NI,47,M,2026-08-05T08:32:38Z
u006,view_product,11417,,NI,47,M,2026-08-05T08:33:42Z
u006,add_to_cart,2292,,NI,47,M,2026-08-05T08:36:40Z
u006,payment,13500,25.36,NI,47,M,2026-08-05T08:38:56Z
u006,refund,10135,47.59,NI,47,M,2026-08-05T08:39:37Z
u006,logout,600,,NI,47,M,2026-08-05T08:40:39Z
u039,login,1426,,PL,26,M,2026-08-05T09:54:47Z
u039,view_product,4661,,PL,26,M,2026-08-05T09:54:51Z
u039,view_product,8157,,PL,26,M,2026-08-05T09:55:25Z
u039,add_to_cart,1687,,PL,26,M,2026-08-05T09:56:13Z
u039,logout,626,,PL,26,M,2026-08-05T09:57:03Z
u035,login,1363,,IE,40,M,2026-08-05T16:21:22Z
u035,view_product,8467,,IE,40,M,2026-08-05T16:21:58Z
u035,view_product,9200,,IE,40,M,2026-08-05T16:23:09Z
u035,view_product,4533,,IE,40,M,2026-08-05T16:24:30Z
u035,search,3467,,IE,40,M,2026-08-05T16:26:00Z
u035,view_product,7333,,IE,40,M,2026-08-05T16:26:08Z
u035,add_to_cart,2150,,IE,40,M,2026-08-05T16:26:47Z
u035,checkout_start,2625,,IE,40,M,2026-08-05T16:28:11Z
u035,payment,9100,57,IE,40,M,2026-08-05T16:28:22Z
u035,logout,760,,IE,40,M,2026-08-05T16:30:35Z
u030,login,1771,,RU,63,F,2026-08-05T19:11:49Z
u030,search,3428,,RU,63,F,2026-08-05T19:12:19Z
u030,api_call,301,,RU,63,F,2026-08-05T19:13:52Z
u030,search,4138,,RU,63,F,2026-08-05T19:15:04Z
u030,view_product,7273,,RU,63,F,2026-08-05T19:15:28Z
u030,api_call,198,,RU,63,F,2026-08-05T19:16:03Z
u030,search,3929,,RU,63,F,2026-08-05T19:17:03Z
u030,api_call,198,,RU,63,F,2026-08-05T19:19:04Z
u030,add_to_cart,2215,,RU,63,F,2026-08-05T19:20:25Z
u030,checkout_start,5330,,RU,63,F,2026-08-05T19:21:35Z
u030,payment,16051,60.51,RU,63,F,2026-08-05T19:22:26Z
u030,logout,510,,RU,63,F,2026-08-05T19:23:00Z
u053,login,1080,,GB,64,M,2026-08-05T20:05:26Z
u053,view_product,8764,,GB,64,M,2026-08-05T20:05:54Z
u053,view_product,11185,,GB,64,M,2026-08-05T20:07:19Z
u053,api_call,191,,GB,64,M,2026-08-05T20:07:59Z
u053,add_to_cart,2024,,GB,64,M,2026-08-05T20:08:33Z
u053,logout,901,,GB,64,M,2026-08-05T20:08:54Z
u003,login,1942,,ES,60,F,2026-08-06T04:39:31Z
u003,search,3595,,ES,60,F,2026-08-06T04:40:07Z
u003,search,4366,,ES,60,F,2026-08-06T04:40:48Z
u003,search,3082,,ES,60,F,2026-08-06T04:42:11Z
u003,api_call,437,,ES,60,F,2026-08-06T04:43:26Z
u003,view_product,7875,,ES,60,F,2026-08-06T04:44:19Z
u003,profile_update,11749,,ES,60,F,2026-08-06T04:44:55Z
u003,add_to_cart,2718,,ES,60,F,2026-08-06T04:45:37Z
u003,checkout_start,6741,,ES,60,F,2026-08-06T04:46:53Z
u003,payment,16564,22.42,ES,60,F,2026-08-06T04:47:49Z
u047,login,1405,,ME,61,F,2026-08-07T07:02:39Z
u047,search,3259,,ME,61,F,2026-08-07T07:03:51Z
u047,search,4114,,ME,61,F,2026-08-07T07:05:04Z
u047,add_to_cart,1874,,ME,61,F,2026-08-07T07:05:22Z
u047,checkout_start,4481,,ME,61,F,2026-08-07T07:06:44Z
u047,payment,7332,71.32,ME,61,F,2026-08-07T07:07:35Z
u047,review_submit,18788,,ME,61,F,2026-08-07T07:08:43Z
u047,logout,815,,ME,61,F,2026-08-07T07:10:13Z
u029,login,1232,,IT,28,O,2026-08-07T07:59:56Z
u029,view_product,4202,,IT,28,O,2026-08-07T08:01:07Z
u029,view_product,5764,,IT,28,O,2026-08-07T08:01:41Z
u029,search,3070,,IT,28,O,2026-08-07T08:02:31Z
u029,add_to_cart,1481,,IT,28,O,2026-08-07T08:03:45Z
u029,logout,512,,IT,28,O,2026-08-07T08:04:33Z
u009,login,1363,,CY,38,F,2026-08-07T14:51:51Z
u009,view_product,10638,,CY,38,F,2026-08-07T14:52:32Z
u009,view_product,9567,,CY,38,F,2026-08-07T14:52:51Z
u009,view_product,6965,,CY,38,F,2026-08-07T14:53:18Z
u009,api_call,201,,CY,38,F,2026-08-07T14:54:06Z
u009,add_to_cart,1703,,CY,38,F,2026-08-07T14:54:32Z
u009,checkout_start,4066,,CY,38,F,2026-08-07T14:55:16Z
u009,payment,14465,35.21,CY,38,F,2026-08-07T14:56:48Z
u009,logout,1010,,CY,38,F,2026-08-07T14:57:36Z
u028,search,5256,,GR,64,F,2026-08-07T23:36:35Z
u028,api_call,327,,GR,64,F,2026-08-07T23:38:07Z
u028,search,3309,,GR,64,F,2026-08-07T23:38:19Z
u028,search,2959,,GR,64,F,2026-08-07T23:39:49Z
u028,search,3815,,GR,64,F,2026-08-07T23:40:16Z
u028,api_call,315,,GR,64,F,2026-08-07T23:40:38Z
u028,checkout_start,3163,,GR,64,F,2026-08-07T23:42:39Z
u028,payment,10746,42.58,GR,64,F,2026-08-07T23:44:09Z
u028,logout,895,,GR,64,F,2026-08-07T23:45:49Z
u030,login,2038,,RU,63,F,2026-08-08T00:26:04Z
u030,search,2675,,RU,63,F,2026-08-08T00:26:15Z
u030,view_product,10199,,RU,63,F,2026-08-08T00:27:06Z
u030,add_to_cart,1588,,RU,63,F,2026-08-08T00:27:24Z
u030,checkout_start,4441,,RU,63,F,2026-08-08T00:28:47Z
u030,payment,11537,25.6,RU,63,F,2026-08-08T00:28:58Z
u030,logout,669,,RU,63,F,2026-08-08T00:30:32Z
u052,api_call,284,,KR,46,M,2026-08-08T17:42:24Z
u052,view_product,7455,,KR,46,M,2026-08-08T17:43:11Z
u052,api_call,159,,KR,46,M,2026-08-08T17:44:36Z
u052,view_product,4563,,KR,46,M,2026-08-08T17:45:49Z
u052,add_to_cart,1478,,KR,46,M,2026-08-08T17:46:43Z
u052,logout,495,,KR,46,M,2026-08-08T17:47:08Z
u015,login,529,,PY,19,F,2026-08-08T18:03:49Z
u015,view_product,4022,,PY,19,F,2026-08-08T18:03:55Z
u015,view_product,3069,,PY,19,F,2026-08-08T18:04:29Z
u015,logout,307,,PY,19,F,2026-08-08T18:05:02Z
u044,password_reset,3326,,ES,48,M,2026-08-08T20:30:08Z
u044,login,1751,,ES,48,M,2026-08-08T20:31:19Z
u044,view_product,5510,,ES,48,M,2026-08-08T20:31:42Z
u044,search,3595,,ES,48,M,2026-08-08T20:32:43Z
u044,view_product,7526,,ES,48,M,2026-08-08T20:33:25Z
u044,search,4032,,ES,48,M,2026-08-08T20:35:22Z
u044,api_call,300,,ES,48,M,2026-08-08T20:37:37Z
u059,login,798,,CA,37,F,2026-08-09T04:12:37Z
u059,view_product,4395,,CA,37,F,2026-08-09T04:13:15Z
u059,view_product,8515,,CA,37,F,2026-08-09T04:14:32Z
u059,search,2747,,CA,37,F,2026-08-09T04:15:58Z
u059,add_to_cart,2026,,CA,37,F,2026-08-09T04:16:30Z
u059,logout,687,,CA,37,F,2026-08-09T04:16:58Z
u039,login,1369,,PL,26,M,2026-08-09T09:00:36Z
u039,search,2085,,PL,26,M,2026-08-09T09:00:45Z
u039,api_call,297,,PL,26,M,2026-08-09T09:01:40Z
u039,search,3680,,PL,26,M,2026-08-09T09:02:28Z
u039,search,2331,,PL,26,M,2026-08-09T09:03:49Z
u039,logout,650,,PL,26,M,2026-08-09T09:06:34Z
u015,login,840,,PY,19,F,2026-08-09T12:50:53Z
u015,search,2343,,PY,19,F,2026-08-09T12:51:56Z
u015,search,2758,,PY,19,F,2026-08-09T12:53:18Z
u015,view_product,4064,,PY,19,F,2026-08-09T12:53:34Z
u015,search,2198,,PY,19,F,2026-08-09T12:53:58Z
u015,search,2612,,PY,19,F,2026-08-09T12:54:18Z
u015,api_call,156,,PY,19,F,2026-08-09T12:54:53Z
u015,logout,336,,PY,19,F,2026-08-09T12:55:37Z
u060,login,1472,,IN,49,F,2026-08-09T18:12:10Z
u060,search,2119,,IN,49,F,2026-08-09T18:12:48Z
u060,search,3960,,IN,49,F,2026-08-09T18:13:05Z
u060,search,2536,,IN,49,F,2026-08-09T18:14:32Z
u060,add_to_cart,1250,,IN,49,F,2026-08-09T18:15:45Z
u060,checkout_start,2865,,IN,49,F,2026-08-09T18:17:08Z
u060,payment,10003,31.8,IN,49,F,2026-08-09T18:17:29Z
u060,review_submit,11202,,IN,49,F,2026-08-09T18:18:35Z
u060,logout,472,,IN,49,F,2026-08-09T18:19:16Z
u001,login,2148,,CA,59,F,2026-08-09T20:20:39Z
u001,view_product,11722,,CA,59,F,2026-08-09T20:22:20Z
u001,search,5552,,CA,59,F,2026-08-09T20:25:06Z
u001,add_to_cart,1653,,CA,59,F,2026-08-09T20:26:31Z
u001,checkout_start,6500,,CA,59,F,2026-08-09T20:27:44Z
u001,payment,8593,56.33,CA,59,F,2026-08-09T20:28:25Z
u001,logout,1190,,CA,59,F,2026-08-09T20:28:55Z
u014,login,1057,,GB,57,M,2026-08-10T00:32:14Z
u014,search,4941,,GB,57,M,2026-08-10T00:33:24Z
u014,search,2708,,GB,57,M,2026-08-10T00:33:38Z
u014,view_product,7759,,GB,57,M,2026-08-10T00:34:54Z
u014,api_call,220,,GB,57,M,2026-08-10T00:35:53Z
u014,search,2672,,GB,57,M,2026-08-10T00:36:55Z
u014,add_to_cart,2342,,GB,57,M,2026-08-10T00:37:07Z
u014,logout,937,,GB,57,M,2026-08-10T00:37:15Z
u002,password_reset,7429,,GR,64,M,2026-08-10T05:00:56Z
u002,login,1658,,GR,64,M,2026-08-10T05:01:33Z
u002,view_product,7532,,GR,64,M,2026-08-10T05:02:59Z
u002,api_call,200,,GR,64,M,2026-08-10T05:04:49Z
u002,view_product,11216,,GR,64,M,2026-08-10T05:05:36Z
u002,view_product,6795,,GR,64,M,2026-08-10T05:06:42Z
u002,api_call,252,,GR,64,M,2026-08-10T05:08:11Z
u002,profile_update,6171,,GR,64,M,2026-08-10T05:08:26Z
u002,logout,1048,,GR,64,M,2026-08-10T05:09:37Z
u013,login,2088,,MK,56,F,2026-08-10T09:59:15Z
u013,search,3810,,MK,56,F,2026-08-10T10:00:03Z
u013,view_product,9211,,MK,56,F,2026-08-10T10:01:02Z
u013,view_product,6699,,MK,56,F,2026-08-10T10:02:31Z
u013,search,4773,,MK,56,F,2026-08-10T10:03:36Z
u013,api_call,389,,MK,56,F,2026-08-10T10:05:03Z
u013,view_product,5275,,MK,56,F,2026-08-10T10:05:48Z
u033,login,1410,,AR,51,F,2026-08-10T19:35:32Z
u033,search,2184,,AR,51,F,2026-08-10T19:36:01Z
u033,api_call,212,,AR,51,F,2026-08-10T19:37:26Z
u033,search,2828,,AR,51,F,2026-08-10T19:37:44Z
u033,search,4403,,AR,51,F,2026-08-10T19:39:01Z
u033,view_product,7661,,AR,51,F,2026-08-10T19:40:18Z
u033,add_to_cart,1826,,AR,51,F,2026-08-10T19:41:35Z
u033,checkout_start,5370,,AR,51,F,2026-08-10T19:42:48Z
u033,payment,9666,100.92,AR,51,F,2026-08-10T19:43:08Z
u033,refund,8019,42.19,AR,51,F,2026-08-10T19:44:20Z
u033,logout,974,,AR,51,F,2026-08-10T19:45:45Z
u007,login,1097,,HU,42,F,2026-08-10T19:51:36Z
u007,view_product,9248,,HU,42,F,2026-08-10T19:52:01Z
u007,search,4488,,HU,42,F,2026-08-10T19:53:38Z
u007,search,2720,,HU,42,F,2026-08-10T19:54:41Z
